product_IDs,sales_volumes,average_user_rating
189,5268,3.2
190,7774,1.6
191,5758,4.2
192,2913,1.7
193,8934,3.9
194,7162,4.9
195,6594,4.4
196,9397,2.5
197,9645,1.5
198,8939,4.4
199,4175,3.9
200,8445,3.1
201,3257,1.5
202,5928,3.5
203,7856,1.8
204,8632,4.5
205,384,1.4
206,791,1.1
207,7336,4.9
208,1428,4.5
209,6044,1.8
210,785,1.0
211,9195,3.8
212,3049,2.4
213,9211,3.1
214,6604,2.2
215,659,2.9
216,347,3.7
217,6322,4.8
218,1145,3.0
219,947,2.1
220,4089,3.2
221,5190,4.4
222,9164,3.7
223,5974,2.2
224,1185,3.4
225,7885,1.5
226,1963,4.0
227,5400,1.2
228,5239,3.8
229,2636,2.0
230,763,2.0
231,4757,3.7
232,7901,4.6
233,1362,2.9
234,1397,1.6
235,6676,4.0
236,5673,1.6
237,773,4.4
238,4672,4.1
239,2316,1.7
240,5925,1.7
241,5943,2.7
242,9268,2.2
243,8982,1.4
244,2838,1.1
245,5394,4.7
246,5794,2.6
247,8900,4.4
248,5812,3.3
249,883,3.6
250,8240,2.6
251,929,2.9
252,4508,4.8
253,2991,4.6
254,837,2.3
255,136,3.9
256,1545,2.2
257,861,2.3
258,8678,3.0
259,5693,4.6
260,4031,2.6
261,1959,3.4
262,9385,2.3
263,3682,2.1
264,2701,2.3
265,4429,4.1
266,8450,1.8
267,201,4.9
268,6066,4.0
269,9279,1.8
270,4091,3.4
271,3101,1.2
272,5355,4.8
273,3954,4.6
274,5741,3.8
275,5733,4.6
276,6456,4.4
277,9107,3.9
278,5830,1.0
279,5594,2.8
280,1548,2.0
281,4942,1.9
282,1866,1.8
283,3279,4.5
284,7604,1.5
285,3037,4.7
286,411,3.3
287,5463,1.1
288,5959,1.9
289,7322,3.9
290,9386,4.0
291,1928,4.4
292,7696,3.2
293,4176,3.5
294,8246,3.1
295,9830,3.9
296,6268,3.7
297,2123,2.0
298,4932,4.7
299,989,4.8
300,7247,2.1
301,9326,4.5
302,5804,1.8
303,6731,1.9
304,8267,2.6
305,9926,1.4
306,9674,3.6
307,1405,1.4
308,463,3.1
309,9382,2.0
310,7124,3.1
311,2450,3.3
312,7296,4.4
313,5553,2.1
314,5393,2.6
315,7849,3.6
316,7648,1.2
317,2236,4.2
318,2626,1.3
319,4603,1.2
320,3918,4.8
321,8428,1.9
322,7796,1.3
323,9809,1.8
324,2301,4.4
325,7011,1.7
326,6098,2.8
327,4027,2.7
328,9649,2.4
329,2284,4.7
330,3084,1.5
331,452,3.5
332,9545,3.7
333,6813,3.8
334,4704,2.7
335,7530,4.1
336,9774,4.7
337,5273,2.7
338,6848,3.6
339,9732,3.0
340,8915,3.3
341,693,1.1
342,7782,4.9
343,753,3.6
344,4809,2.4
345,3570,2.4
346,3887,4.6
347,5927,2.1
348,6626,3.0
349,466,1.4
350,4245,4.7
351,114,4.6
352,2716,2.3
353,6295,1.6
354,3787,4.6
355,4661,1.8
356,2154,3.0
357,3261,3.2
358,9852,1.3
359,1367,2.2
360,4704,3.0
361,3103,4.5
362,6317,4.9
363,2221,4.2
364,6218,2.7
365,8184,4.9
366,3869,2.5
367,6456,2.3
368,2551,2.6
369,1306,2.6
370,4113,2.1
371,3916,1.8
372,1800,1.0
373,4986,3.0
374,1071,4.3
375,7116,1.4
376,19,3.2
377,1872,3.1
378,7608,1.1
379,1109,3.4
380,1312,4.1
381,5921,1.4
382,6746,2.1
383,2591,4.8
384,7157,2.1
385,6763,4.0
386,9786,3.8
387,3745,3.8
388,2138,1.4
389,4101,5.0
390,8932,2.8
391,4271,3.7
392,9275,4.5
393,6654,3.6
394,6880,2.9
395,3654,1.1
396,1923,3.1
397,3054,1.1
398,8168,3.7
399,1555,2.7
400,9242,4.4
401,2138,3.3
402,1356,4.8
403,3755,3.6
404,1106,4.4
405,8341,1.7
406,1733,4.6
407,1433,4.3
408,6056,2.2
409,4561,4.7
410,3864,3.7
411,2542,1.7
412,1003,2.8
413,4666,2.5
414,7970,3.9
415,6097,4.2
416,3760,2.9
417,6448,3.6
418,5699,3.6
419,2536,4.0
420,8728,1.1
421,4747,3.1
422,1435,3.9
423,2865,3.6
424,3750,2.9
425,7116,2.9
426,6652,2.4
427,3660,4.1
428,8465,4.7
429,6732,2.6
430,7318,2.2
431,7570,2.8
432,5972,4.8
433,2271,2.2
434,8014,4.5
435,1712,1.9
436,4526,4.2
437,553,1.6
438,1493,2.7
439,7251,4.4
440,7706,2.9
441,9360,4.9
442,506,4.1
443,5050,1.5
444,2579,3.5
445,955,3.2
446,3735,3.8
447,1964,4.9
448,2808,4.1
449,994,2.1
450,5901,4.4
451,7414,2.0
452,8058,4.4
453,4317,3.1
454,4819,4.0
455,2543,2.5
456,8804,4.7
457,8499,4.5
458,1918,2.0
459,6551,3.9
460,9473,2.5
461,2384,4.1
462,8062,2.3
463,6777,3.8
464,8794,4.8
465,6412,1.3
466,7765,3.1
467,6251,4.8
468,6698,2.3
469,8799,1.5
470,6220,1.1
471,2832,4.1
472,9812,2.4
473,5796,3.9
474,7697,3.2
475,2406,1.0
476,8332,1.2
477,7825,3.4
478,3300,4.2
479,4889,2.6
480,5637,2.1
481,5474,1.3
482,8899,3.6
483,6696,4.2
484,120,4.2
485,4861,1.9
486,9767,1.2
487,1375,2.5
488,6702,3.2
489,1953,2.9
490,3117,1.5
491,2085,3.6
492,1847,4.3
493,7285,2.9
494,1009,2.8
495,7824,2.3
496,4562,1.8
497,7571,1.9
498,5884,1.3
499,1103,4.8
500,5019,1.5
501,2246,3.5
502,1361,4.6
503,4752,4.7
504,1338,1.4
505,5047,1.8
506,6977,2.9
507,8337,2.9
508,1198,3.6
509,1860,3.8
510,4113,4.4
511,9860,3.8
512,4606,3.6
513,4237,3.8
514,7552,2.8
515,7824,3.1
516,1041,2.5
517,7989,2.8
518,2962,2.1
519,8087,3.8
520,9149,2.4
521,1205,2.1
522,4716,4.1
523,1050,2.8
524,6491,3.5
525,1350,2.6
526,131,5.0
527,2894,2.1
528,6775,2.5
529,6727,3.0
530,552,4.4
531,7728,1.8
532,5981,2.1
533,7198,3.7
534,6159,4.0
535,9188,2.6
536,1434,3.4
537,2304,4.0
538,3113,2.9
539,644,2.3
540,9347,3.8
541,1558,2.9
542,7117,3.9
543,5766,2.4
544,5360,2.9
545,6139,4.1
546,193,2.7
547,889,4.5
548,2872,4.9
549,1847,1.6
550,289,4.5
551,3057,1.9
552,1843,2.2
553,8959,2.1
554,6881,3.7
555,171,3.7
556,5725,1.5
557,8561,1.8
558,2916,3.0
559,7985,4.8
560,1451,4.1
561,4385,4.6
562,7681,4.7
563,3854,2.8
564,5702,3.6
565,329,2.3
566,3861,1.4
567,3742,1.1
568,2976,2.1
569,6928,3.8
570,3884,1.1
571,7220,2.3
572,2532,3.2
573,7261,3.4
574,8891,2.8
575,5745,4.4
576,969,3.3
577,8192,1.8
578,2714,3.9
579,5264,3.1
580,9138,4.3
581,7203,2.0
582,2788,3.1
583,1333,3.2
584,7073,2.7
585,7931,1.3
586,7060,4.7
587,4507,4.3
588,8329,2.7
589,839,1.8
590,9023,4.8
591,1278,2.8
592,4863,3.0
593,7430,2.6
594,9781,4.4
595,3230,4.9
596,9525,4.0
597,522,1.3
598,3026,1.4
599,4326,3.5
600,4696,2.3
601,730,4.7
602,6516,3.0
603,1524,1.5
604,6021,4.5
605,4413,3.2
606,8073,1.4
607,6941,1.5
608,3369,1.2
609,9004,3.6
610,4775,4.5
611,555,2.8
612,1641,4.9
613,4739,4.3
614,9727,4.2
615,4384,4.6
616,518,3.5
617,5870,3.8
618,7220,1.6
619,2391,1.4
620,2801,1.8
621,8314,1.4
622,6942,4.2
623,1878,4.7
624,4488,1.1
625,2887,2.2
626,9406,1.3
627,4083,1.3
628,8354,4.5
629,4779,2.8
630,4693,2.5
631,8867,1.5
632,9599,3.5
633,6788,3.9
634,9162,3.2
635,2309,3.3
636,1831,4.9
637,2113,3.1
638,6981,4.4
639,2619,1.5
640,3497,4.1
641,3075,3.3
642,3559,4.6
643,7386,1.5
644,9989,3.2
645,5377,3.7
646,3441,2.0
647,5023,1.9
648,8821,2.4
649,5521,2.8
650,5601,2.7
651,8130,1.7
652,2195,1.8
653,6607,1.4
654,2068,2.4
655,4375,3.2
656,2572,3.8
657,7630,2.1
658,7324,4.5
659,6884,2.5
660,9716,2.8
661,1396,1.1
662,4910,2.2
663,2690,2.9
664,3445,1.7
665,9743,3.5
666,8062,2.6
667,9532,2.7
668,5283,3.6
669,9363,2.6
670,2438,2.1
671,2804,1.1
672,1590,3.7
673,2094,1.0
674,5782,3.4
675,1644,3.9
676,6941,2.2
677,6940,3.7
678,6669,3.3
679,9536,2.7
680,6985,2.4
681,9103,4.1
682,4327,2.4
683,3991,2.5
684,9488,5.0
685,219,2.5
686,2579,1.1
687,2671,3.5
688,4169,2.6
689,3099,3.0
690,984,4.1
691,1360,3.9
692,1943,4.7
693,7771,3.3
694,6811,3.9
695,6339,4.2
696,114,3.7
697,8623,3.9
698,7143,2.3
699,6806,2.2
700,3938,2.3
701,2863,2.8
702,8788,2.8
703,1137,1.8
704,2671,4.4
705,5890,3.0
706,6261,4.0
707,8754,2.9
708,2193,1.3
709,1695,2.4
710,355,4.5
711,8345,3.6
712,5861,1.4
713,9027,3.9
714,6718,1.6
715,1773,4.7
716,8543,3.2
717,5172,2.3
718,4864,4.8
719,2964,4.6
720,4397,2.7
721,3159,3.7
722,7367,4.2
723,2750,4.9
724,5434,4.7
725,8799,2.6
726,4290,2.8
727,2762,2.7
728,2098,2.7
729,6025,4.7
730,7743,1.5
731,8324,2.7
732,9634,2.5
733,8803,1.9
734,1853,3.9
735,4492,4.9
736,9429,3.1
737,6587,2.8
738,3036,1.7
739,3541,3.9
740,2062,1.8
741,1561,4.6
742,3464,3.1
743,4632,3.7
744,540,3.1
745,1294,2.3
746,3255,1.8
747,8492,2.5
748,8266,2.5
749,5309,4.9
750,4452,1.7
751,4990,1.3
752,1712,1.1
753,6111,4.5
754,7097,4.6
755,1894,4.0
756,5133,3.3
757,4241,4.4
758,4673,4.9
759,1311,4.4
760,5250,3.4
761,7320,3.5
762,927,2.4
763,7118,4.3
764,8029,2.6
765,1623,4.5
766,5363,3.9
767,5123,4.6
768,4882,3.0
769,5409,1.1
770,5905,3.2
771,2565,4.7
772,6356,2.6
773,3617,4.6
774,8184,3.3
775,2553,3.8
776,7687,2.0
777,2616,2.4
778,6630,3.5
779,3388,3.0
780,9633,2.1
781,395,1.3
782,5007,4.9
783,3861,4.3
784,6239,1.2
785,8986,1.5
786,1960,3.1
787,9504,1.3
788,7755,1.4
789,8324,3.2
790,2265,3.3
791,2795,2.0
792,4658,4.7
793,3316,3.3
794,6063,3.3
795,6202,2.7
796,8513,4.7
797,388,2.0
798,2704,1.2
799,7741,2.8
800,9446,1.1
801,1162,4.9
802,835,4.5
803,7836,1.0
804,5046,2.0
805,8811,3.1
806,7224,4.8
807,4,2.1
808,7137,5.0
809,9067,2.3
810,327,4.5
811,7452,4.2
812,4636,1.0
813,9096,1.7
814,2162,4.7
815,1857,1.6
816,5964,3.5
817,2687,2.9
818,2303,3.5
819,4501,3.3
820,794,2.8
821,3101,1.2
822,1580,3.2
823,8732,1.9
824,4849,2.4
825,4905,1.7
826,7334,2.7
827,4845,1.3
828,6529,3.8
829,5148,3.4
830,7858,4.8
831,6216,2.2
832,8228,3.7
833,9401,2.8
834,2092,4.8
835,6014,4.1
836,5978,4.9
837,9540,4.0
838,884,1.1
839,7101,3.2
840,7076,1.4
841,5607,3.5
842,4861,1.7
843,1802,3.4
844,9059,2.0
845,5573,4.8
846,9830,3.2
847,284,3.5
848,8152,4.8
849,6574,2.2
850,561,3.3
851,4200,1.8
852,6539,3.1
853,6652,2.3
854,2240,2.8
855,955,3.3
856,7772,2.2
857,7467,4.5
858,6372,4.4
859,7948,3.8
860,4509,4.7
861,6607,4.2
862,7653,2.4
863,4996,1.6
864,2034,4.1
865,5428,4.2
866,7274,1.5
867,2599,2.9
868,5801,3.8
869,6592,3.9
870,7866,3.9
871,4367,3.3
872,1540,4.1
873,6621,2.8
874,1643,2.2
875,4366,4.2
876,7809,4.3
877,903,2.0
878,9577,1.9
879,3905,2.4
880,9223,3.8
881,7284,4.7
882,4406,3.3
883,3745,3.9
884,861,3.3
885,2437,1.4
886,7889,4.4
887,1981,3.4
888,1483,4.6
889,6752,4.8
890,3146,4.4
891,944,2.8
892,6850,1.5
893,1379,3.5
894,2564,3.8
895,4813,3.0
896,8219,1.4
897,5403,4.4
898,4845,2.9
899,6630,2.4
900,1736,1.9
901,2575,4.7
902,3576,4.1
903,7646,1.8
904,304,4.6
905,5363,1.3
906,2395,1.5
907,2987,4.6
908,6628,3.3
909,9867,3.0
910,6729,4.6
911,8796,4.7
912,1812,1.1
913,1321,2.5
914,9401,4.8
915,2505,1.1
916,8019,3.0
917,9837,2.8
918,1274,3.5
919,6628,4.0
920,1653,2.9
921,6127,4.5
922,7537,2.3
923,428,5.0
924,8828,2.7
925,5162,4.9
926,546,4.6
927,1666,3.0
928,6241,2.5
929,2047,2.4
930,7165,1.3
931,5399,1.7
932,9862,4.2
933,6606,4.8
934,2648,4.0
935,6778,4.6
936,3346,2.5
937,1348,2.0
938,2688,2.8
939,9344,1.3
940,7594,2.0
941,5368,4.6
942,5331,1.5
943,6871,1.7
944,4099,1.4
945,9243,2.0
946,2674,3.7
947,4050,4.8
948,5136,1.1
949,463,2.3
950,2670,2.2
951,480,4.8
952,5672,1.7
953,1247,1.7
954,4704,3.6
955,4219,4.1
956,6215,1.6
957,760,3.9
958,8439,4.4
959,5392,3.3
960,3618,1.9
961,5218,4.5
962,7249,4.2
963,2584,3.0
964,6356,2.0
965,3063,4.1
966,52,3.9
967,1052,4.4
968,4517,4.0
969,2685,4.5
970,6969,3.4
971,1790,3.9
972,3948,1.9
973,1682,1.7
974,7304,2.7
975,6866,3.5
976,6349,3.7
977,478,4.7
978,7188,4.3
979,8330,2.4
980,7221,3.1
981,8303,4.6
982,9118,2.1
983,2820,4.5
984,3323,3.1
985,1820,4.9
986,5195,2.2
987,5387,2.7
988,5590,4.2
989,8491,3.2
990,8403,2.6
991,7317,3.5
992,9329,4.8
993,3180,2.6
994,6659,2.0
995,6845,3.6
996,8228,2.9
997,5838,4.2
998,5122,1.0
999,1520,4.4
1000,8188,2.2
