product_IDs,sales_volumes,average_user_rating
350,8646,2.2
351,8855,3.4
352,2724,3.2
353,4010,1.6
354,2081,4.6
355,8218,3.2
356,280,2.6
357,9387,4.4
358,8289,2.3
359,3556,3.1
360,5784,3.2
361,6214,3.2
362,8763,1.8
363,5354,2.1
364,6826,3.0
365,863,4.8
366,8380,4.7
367,5643,4.0
368,488,3.9
369,7128,3.0
370,6775,3.1
371,4602,2.9
372,7399,4.5
373,374,1.8
374,4072,4.9
375,7672,3.6
376,8364,4.4
377,6794,4.7
378,6775,4.1
379,9825,3.7
380,5749,4.8
381,3458,1.4
382,9362,1.6
383,5291,2.1
384,6825,1.1
385,7571,4.0
386,9513,3.6
387,6253,3.8
388,5455,2.7
389,1691,3.2
390,3910,3.2
391,6900,2.7
392,5838,3.0
393,5118,2.0
394,564,2.6
395,6189,3.1
396,6560,2.8
397,465,1.5
398,5586,2.2
399,2334,3.6
400,1580,3.8
401,2381,4.0
402,477,3.9
403,3401,1.9
404,698,3.5
405,7069,4.5
406,635,1.8
407,3230,3.1
408,8473,2.4
409,8614,4.0
410,9041,1.8
411,2769,3.4
412,2261,2.2
413,9587,4.6
414,2669,2.5
415,4071,2.2
416,7273,2.7
417,2918,2.5
418,6101,1.2
419,1885,5.0
420,6279,4.5
421,4929,2.2
422,1790,3.0
423,6414,3.1
424,2010,3.7
425,5097,2.0
426,4901,3.1
427,1719,2.7
428,9212,2.8
429,5775,1.0
430,3779,2.3
431,7758,4.0
432,3906,1.7
433,4705,3.3
434,4934,3.6
435,3278,1.3
436,7700,3.9
437,8339,3.3
438,4307,1.2
439,6438,1.7
440,1403,3.9
441,6743,4.3
442,2129,4.7
443,153,3.7
444,7607,1.1
445,8157,3.9
446,8374,1.9
447,392,2.0
448,2807,2.8
449,917,3.0
450,3160,2.7
451,3990,1.0
452,2183,1.8
453,5870,2.8
454,2050,1.4
455,6578,4.2
456,3059,1.5
457,4587,4.6
458,9669,1.5
459,4003,3.4
460,1850,3.7
461,4744,1.2
462,1296,3.2
463,6421,3.8
464,3017,2.1
465,8344,1.7
466,5778,2.2
467,4999,2.2
468,2782,3.8
469,7943,4.4
470,276,2.1
471,8980,1.4
472,3071,4.5
473,1231,2.5
474,1661,1.6
475,3418,4.6
476,7328,3.5
477,7180,4.1
478,5132,1.0
479,530,1.5
480,5362,1.9
481,9495,4.5
482,6523,2.0
483,4406,4.8
484,786,1.1
485,5263,4.3
486,6697,2.3
487,85,3.9
488,8808,4.7
489,2683,4.7
490,5019,3.6
491,4661,2.8
492,8382,3.2
493,1476,4.3
494,6038,4.7
495,1659,1.6
496,6136,3.3
497,6829,1.4
498,8446,2.1
499,4152,3.0
500,7802,4.5
501,1681,4.4
502,3932,4.9
503,216,2.3
504,3840,1.7
505,8039,4.5
506,7195,3.1
507,2727,4.8
508,7596,4.6
509,9467,2.7
510,3592,3.3
511,6546,4.3
512,2800,4.6
513,1716,1.5
514,8815,4.6
515,9326,1.4
516,6039,2.9
517,4940,4.6
518,5324,4.1
519,9986,3.6
520,5191,2.4
521,7562,2.3
522,9619,1.1
523,344,2.8
524,2233,5.0
525,1327,2.7
526,511,4.8
527,5284,4.5
528,1104,1.0
529,8350,1.9
530,2501,3.9
531,4461,3.9
532,7913,3.3
533,5382,4.7
534,5214,2.5
535,7542,2.3
536,9015,2.0
537,8788,3.1
538,6477,4.1
539,816,2.8
540,2754,3.6
541,3542,2.2
542,9452,4.1
543,372,2.9
544,374,1.8
545,4269,2.9
546,4623,1.9
547,8232,4.6
548,7317,4.3
549,3166,2.9
550,2624,4.7
551,6338,4.5
552,1051,2.1
553,5042,4.2
554,1996,3.3
555,5292,4.0
556,6680,1.5
557,3423,2.6
558,1537,3.9
559,6967,1.5
560,60,4.3
561,3579,1.2
562,6480,4.5
563,6729,3.4
564,3417,3.2
565,9154,1.1
566,167,3.7
567,1322,4.9
568,2999,4.9
569,1968,2.5
570,5582,3.2
571,445,2.2
572,6036,3.8
573,5979,1.0
574,2343,3.3
575,9662,4.2
576,8716,4.1
577,6753,1.9
578,9470,2.6
579,5149,4.0
580,1845,2.5
581,5896,1.7
582,1770,1.5
583,9061,4.7
584,667,2.7
585,4300,4.9
586,658,1.6
587,8375,1.3
588,8258,4.0
589,3183,2.5
590,9573,1.2
591,4277,3.1
592,3080,3.7
593,3850,3.4
594,2467,3.5
595,3752,2.6
596,3565,4.4
597,890,3.0
598,9754,4.8
599,7119,3.8
600,9548,4.6
601,7355,2.6
602,4411,4.2
603,790,4.8
604,1256,4.3
605,6054,2.2
606,6311,2.6
607,7538,2.1
608,5384,3.5
609,1784,1.9
610,4387,2.7
611,1453,3.7
612,1164,3.3
613,699,3.6
614,3220,4.7
615,5805,1.6
616,7819,1.4
617,7690,4.7
618,7081,4.7
619,7308,3.7
620,5530,3.0
621,8057,4.0
622,6745,4.8
623,3111,3.1
624,1968,3.8
625,6885,5.0
626,4838,2.4
627,1177,1.5
628,6539,2.7
629,9067,1.2
630,4375,4.4
631,6377,3.9
632,2508,1.7
633,4770,2.9
634,7726,1.7
635,9717,4.2
636,9515,3.4
637,3344,2.0
638,8759,3.6
639,2173,3.5
640,9643,2.4
641,4634,4.8
642,1233,4.0
643,1584,3.0
644,57,3.9
645,5388,4.4
646,9764,4.8
647,38,4.6
648,2736,1.6
649,7048,1.4
650,2342,1.9
651,5087,1.9
652,7337,1.4
653,3998,4.8
654,1811,2.3
655,5931,3.5
656,6376,2.5
657,9703,3.1
658,7888,4.9
659,1501,2.1
660,8150,5.0
661,9483,1.1
662,9438,3.9
663,8203,2.7
664,42,3.1
665,947,3.0
666,6464,3.6
667,4367,2.1
668,4109,1.6
669,373,1.0
670,9767,4.6
671,4043,2.1
672,2441,2.8
673,953,3.3
674,9276,2.3
675,3430,2.8
676,9220,1.5
677,1873,2.6
678,1895,3.5
679,4778,2.3
680,1097,3.9
681,8107,1.1
682,2082,2.6
683,9076,4.3
684,2774,3.9
685,2658,1.2
686,9127,2.8
687,2563,3.4
688,949,3.3
689,5326,2.3
690,5470,1.7
691,304,4.1
692,7370,3.7
693,3902,4.8
694,1505,4.6
695,4613,4.7
696,522,2.7
697,2402,2.6
698,5931,1.4
699,9952,2.8
700,1906,3.1
701,3638,1.2
702,7500,4.5
703,3237,3.6
704,8211,3.8
705,3610,3.1
706,9710,2.3
707,5295,2.5
708,9157,2.6
709,920,3.4
710,2718,4.7
711,6939,3.9
712,2601,3.3
713,7371,4.7
714,1759,1.4
715,3033,2.0
716,2177,3.5
717,4887,4.5
718,4575,2.2
719,543,1.3
720,6627,4.1
721,4342,4.5
722,604,2.3
723,6284,3.2
724,3953,3.9
725,387,3.8
726,71,2.1
727,7367,2.6
728,6158,1.8
729,6297,2.0
730,6199,1.0
731,1882,3.0
732,4612,1.9
733,9746,1.7
734,3085,1.3
735,2058,2.6
736,3158,3.9
737,6831,3.0
738,7608,4.9
739,5196,4.4
740,7930,4.1
741,9711,2.8
742,4636,1.5
743,3153,1.7
744,6681,3.9
745,2127,4.3
746,7816,4.7
747,9530,3.1
748,1700,3.3
749,9181,3.9
750,4609,1.4
751,2827,3.1
752,157,3.5
753,694,3.1
754,7728,1.5
755,8112,4.9
756,8896,3.1
757,5138,3.2
758,6455,2.8
759,7697,4.8
760,1824,2.7
761,9197,3.7
762,9110,4.3
763,437,1.6
764,1804,4.2
765,8966,2.3
766,2491,4.8
767,6402,2.8
768,8785,4.1
769,4077,5.0
770,3769,3.8
771,8485,1.7
772,4474,2.3
773,571,2.4
774,5269,1.7
775,8154,4.0
776,4874,3.5
777,9606,1.1
778,2565,4.3
779,5034,3.9
780,6582,2.6
781,5693,4.0
782,1746,1.9
783,5071,3.0
784,2170,1.2
785,9320,3.2
786,8591,2.8
787,8252,2.5
788,9253,3.5
789,4932,1.2
790,6168,4.4
791,2347,2.2
792,9141,4.9
793,3366,1.8
794,616,3.2
795,6143,2.3
796,2824,3.6
797,2595,3.1
798,1065,4.4
799,543,1.7
800,714,1.4
801,7524,1.7
802,6068,2.6
803,2426,3.8
804,3726,1.4
805,6127,1.1
806,8613,3.5
807,2777,2.2
808,4311,2.1
809,2794,4.4
810,2392,1.9
811,1966,3.8
812,7173,3.6
813,3140,2.9
814,2837,1.0
815,4546,4.9
816,5633,2.8
817,4965,2.1
818,9289,4.9
819,4367,5.0
820,5360,3.6
821,1427,3.2
822,745,3.5
823,9285,1.5
824,9908,1.1
825,3071,2.4
826,2995,4.4
827,8925,2.3
828,4020,3.8
829,3261,1.4
830,4747,2.9
831,6799,4.1
832,8094,2.4
833,9394,4.0
834,4523,2.6
835,8991,3.1
836,6955,2.1
837,9198,2.7
838,3555,4.5
839,125,1.5
840,8676,2.9
841,4118,1.7
842,6286,1.3
843,7846,2.8
844,5498,4.8
845,2363,2.6
846,6220,3.0
847,894,2.5
848,8086,2.6
849,6779,2.6
850,6443,1.9
851,628,1.3
852,3329,1.6
853,1767,4.7
854,4343,2.5
855,9335,1.4
856,8306,3.3
857,4104,4.9
858,3288,3.4
859,7673,3.4
860,4910,1.3
861,9418,1.2
862,1951,3.5
863,1906,2.0
864,1853,3.3
865,286,2.0
866,786,3.2
867,4089,1.6
868,6938,1.3
869,4456,3.1
870,9465,4.4
871,1032,1.9
872,577,2.5
873,8321,4.2
874,5924,3.1
875,605,3.3
876,6707,2.4
877,1802,1.9
878,7541,2.8
879,7674,1.9
880,3236,2.3
881,4910,4.8
882,9637,4.1
883,2695,2.8
884,7816,2.3
885,3729,1.5
886,9225,2.3
887,7966,4.2
888,2293,4.0
889,1230,3.6
890,4268,2.4
891,3383,2.5
892,2699,3.8
893,6346,3.4
894,279,2.4
895,136,4.4
896,6433,3.8
897,5741,4.5
898,366,3.5
899,3399,1.2
900,3778,4.5
901,8619,4.7
902,801,4.3
903,2062,2.8
904,8220,2.5
905,2753,3.7
906,5262,1.6
907,7573,3.0
908,7220,1.7
909,8792,4.6
910,901,2.3
911,8739,4.5
912,2843,2.9
913,9451,4.1
914,408,1.1
915,2942,2.7
916,7579,1.3
917,1872,2.4
918,5342,3.7
919,1218,4.3
920,4236,4.4
921,6562,2.1
922,9769,4.2
923,2638,4.7
924,2357,4.9
925,5565,1.3
926,507,2.3
927,2484,2.7
928,7951,3.2
929,9022,2.6
930,3467,2.8
931,4520,3.9
932,866,3.2
933,8244,2.5
934,8654,2.8
935,5958,4.0
936,3981,4.4
937,5656,4.0
938,5140,1.5
939,5803,4.0
940,6842,3.8
941,3378,4.6
942,6927,3.0
943,8926,2.7
944,5836,4.2
945,1176,1.3
946,2536,2.2
947,2677,3.0
948,4238,2.7
949,6569,1.3
950,1570,4.1
951,4025,5.0
952,9651,4.6
953,8571,3.1
954,5252,3.7
955,2290,4.2
956,4896,2.8
957,5734,5.0
958,5891,2.7
959,940,4.8
960,1977,1.2
961,8887,1.5
962,3639,4.6
963,4443,1.1
964,5935,2.4
965,2596,3.2
966,5606,4.7
967,535,2.6
968,233,3.7
969,7110,2.0
970,7987,2.7
971,3167,4.5
972,4897,1.6
973,8153,2.7
974,4029,1.8
975,2488,1.8
976,8785,1.9
977,3380,3.8
978,3865,4.3
979,3209,2.9
980,9303,1.2
981,2795,2.0
982,6416,2.2
983,9914,3.5
984,8570,3.0
985,4095,4.9
986,7721,3.3
987,3520,2.9
988,9340,4.7
989,7151,3.0
990,567,4.7
991,8230,1.5
992,9166,4.2
993,631,1.1
994,5673,2.5
995,4113,1.1
996,6078,2.6
997,3687,3.8
998,4689,4.7
999,3612,3.1
1000,9918,4.4
1001,7457,1.2
1002,7792,3.0
1003,3441,2.5
1004,8419,2.2
1005,7410,4.6
1006,8207,1.5
1007,3695,4.4
1008,8348,3.1
1009,6014,3.6
1010,2260,3.0
1011,93,4.2
1012,3971,4.1
1013,3777,1.4
1014,4204,4.1
1015,3411,2.2
1016,1305,2.3
1017,3302,2.6
1018,6292,4.8
1019,5379,4.1
1020,9117,1.3
1021,6873,4.9
1022,9625,3.1
1023,7072,2.5
1024,3978,1.6
1025,9943,3.9
1026,3264,4.0
1027,8986,2.5
1028,1230,4.4
1029,2426,3.1
1030,1767,4.9
1031,2532,4.4
1032,2633,3.4
1033,1028,3.2
1034,862,3.5
1035,1523,4.4
1036,4082,1.9
1037,8904,2.3
1038,6739,4.8
1039,9591,1.2
1040,6587,2.1
1041,4260,4.6
1042,3640,2.8
1043,452,1.2
1044,1675,4.7
1045,4200,4.1
1046,8241,2.6
1047,3098,1.7
1048,44,4.8
1049,1608,3.6
1050,6071,4.4
1051,6099,3.3
1052,9709,3.1
1053,6749,4.7
1054,2540,3.1
1055,8844,4.9
1056,7471,1.0
1057,697,3.9
1058,4448,4.4
1059,3415,4.7
1060,3350,4.5
1061,1173,4.4
1062,7353,3.2
1063,7183,2.6
1064,8637,4.7
1065,8462,4.1
1066,7580,2.7
1067,402,3.6
1068,2424,4.5
1069,4493,1.4
1070,3974,3.7
1071,7816,1.0
1072,9366,2.1
1073,3461,4.1
1074,5997,5.0
1075,3762,1.3
1076,8686,1.7
1077,164,1.6
1078,5276,2.9
1079,1370,4.7
1080,4548,2.1
1081,429,1.8
1082,9612,2.2
1083,2916,1.7
1084,7848,4.7
1085,7857,2.0
1086,9452,1.9
1087,9545,2.1
1088,120,4.0
1089,1218,3.0
1090,9586,2.3
1091,7714,4.0
1092,1053,2.4
1093,6198,4.7
1094,1929,4.6
1095,166,2.9
1096,3265,3.8
1097,9909,3.0
1098,3904,2.4
1099,9336,1.3
1100,3153,4.6
1101,1292,4.4
1102,6939,3.2
1103,3665,3.1
1104,9853,4.6
1105,9169,3.6
1106,4134,2.6
1107,785,3.8
1108,8695,3.6
1109,3069,2.8
1110,6071,4.0
1111,462,3.0
1112,2266,2.5
1113,8837,2.7
1114,2177,2.7
1115,8337,2.0
1116,9620,3.6
1117,6468,3.1
1118,7963,1.4
1119,225,2.1
1120,704,4.0
1121,9616,4.6
1122,8370,2.7
1123,7297,3.5
1124,9371,4.3
1125,9209,2.2
1126,2493,1.5
1127,411,1.9
1128,2972,4.7
1129,9934,1.2
1130,1809,1.2
1131,4051,3.8
1132,789,1.5
1133,4561,3.7
1134,9910,1.0
1135,2320,3.2
1136,7713,3.9
1137,6022,2.2
1138,1956,1.9
1139,9581,3.9
1140,5248,1.8
1141,7604,4.1
1142,7565,1.2
1143,2985,2.8
1144,2626,1.1
1145,7411,4.1
1146,7158,3.5
1147,5975,4.8
1148,3119,4.2
1149,4116,3.6
1150,8658,3.9
1151,4913,1.2
1152,40,3.9
1153,8723,1.8
1154,9664,1.0
1155,8023,2.4
1156,6837,1.4
1157,9104,4.4
1158,7839,1.7
1159,7162,4.2
1160,9198,2.2
1161,1294,3.2
1162,1242,1.1
1163,9596,3.4
1164,6910,1.9
1165,7467,2.6
1166,4954,4.0
1167,2859,2.6
1168,5030,1.7
1169,9320,1.9
1170,5591,4.9
1171,3110,4.7
1172,4641,5.0
1173,6685,1.5
1174,3243,2.7
1175,7695,3.7
1176,6600,4.2
1177,59,3.6
1178,6853,2.5
1179,7292,2.7
1180,7305,2.4
1181,3083,4.4
1182,2672,4.4
1183,7929,2.5
1184,5948,2.0
1185,4449,2.6
1186,2097,3.6
1187,7759,4.9
1188,5974,3.6
1189,4662,1.1
1190,8106,3.3
1191,3732,2.8
1192,5092,4.2
1193,7448,3.0
1194,3029,4.5
1195,8257,3.4
1196,4664,2.5
1197,4433,3.0
1198,6861,4.5
1199,6956,3.8
1200,3265,1.2
1201,2517,2.9
1202,375,4.2
1203,3416,5.0
1204,4282,4.8
1205,5730,1.3
1206,1106,2.3
1207,6066,2.5
1208,5272,2.0
1209,6935,3.7
1210,3473,4.9
1211,7703,2.8
1212,7028,2.6
1213,1686,3.7
1214,6656,3.7
1215,7934,4.2
1216,5315,2.4
1217,3922,1.1
1218,6140,1.8
1219,2265,3.0
1220,7555,1.5
1221,1112,1.8
1222,1664,1.2
1223,650,4.3
1224,3712,4.2
1225,5884,2.4
1226,5699,1.9
1227,1311,3.7
1228,7728,4.2
1229,6129,3.6
1230,5501,1.4
1231,3012,1.5
1232,5212,5.0
1233,2024,1.2
1234,6000,1.2
1235,8712,1.2
1236,2137,4.8
1237,8028,2.8
1238,7317,4.5
1239,7732,1.4
1240,6748,3.9
1241,4210,3.8
1242,6864,1.8
1243,5868,4.1
1244,8121,3.1
1245,2321,1.3
1246,5538,1.2
1247,9132,1.3
1248,9115,4.3
1249,5966,2.7
1250,797,1.4
1251,8248,1.2
1252,4667,1.4
1253,5664,1.5
1254,5308,4.8
1255,1891,3.5
1256,7900,3.9
1257,4454,1.7
1258,623,3.9
1259,6246,2.9
1260,4095,1.8
1261,4863,3.7
1262,5474,4.7
1263,5265,4.6
1264,2172,3.4
1265,8006,3.0
1266,6949,3.8
1267,4294,3.6
1268,9960,3.0
1269,2962,5.0
1270,4206,2.5
1271,7251,1.8
1272,6418,1.9
1273,8708,3.3
1274,6062,2.0
1275,6046,3.7
1276,6271,4.1
1277,6060,1.0
1278,7479,2.9
1279,5202,4.3
1280,1536,2.8
1281,316,3.2
1282,3681,4.9
1283,2538,1.8
1284,5065,3.6
1285,348,2.1
1286,6355,3.3
1287,1273,3.1
1288,746,1.1
1289,3793,1.4
1290,1838,4.1
1291,5935,3.0
1292,8385,4.8
1293,9465,4.8
1294,9856,2.3
1295,6026,3.6
1296,7231,3.4
1297,4051,1.2
1298,3673,2.9
1299,2715,3.9
1300,4245,3.7
1301,8847,2.9
1302,9612,2.7
1303,8348,5.0
1304,1538,2.0
1305,6307,3.0
1306,7123,2.5
1307,2480,3.8
1308,5433,3.4
1309,2800,4.1
1310,6476,4.2
1311,626,4.8
1312,5736,4.5
1313,646,2.3
1314,9895,3.3
1315,4043,3.3
1316,4966,2.5
1317,9099,1.3
1318,2267,3.5
1319,1524,2.9
1320,9036,4.5
1321,7276,2.5
1322,8514,1.7
1323,3879,4.4
1324,9564,3.3
1325,5679,3.8
1326,4049,2.9
1327,3712,1.3
1328,8572,3.9
1329,6524,2.0
1330,296,1.2
1331,5338,3.2
1332,9774,3.8
1333,792,1.9
1334,9542,4.9
1335,3456,2.9
1336,6087,4.1
1337,7146,3.2
1338,8709,4.7
1339,3138,1.5
1340,1395,1.1
1341,3494,3.3
1342,219,3.6
1343,2819,1.6
1344,7072,2.8
1345,8838,2.8
1346,9503,3.0
1347,3521,4.4
1348,8411,1.3
1349,9612,2.6
1350,8825,2.5
1351,3765,1.6
1352,5590,2.5
1353,7413,3.5
1354,9850,1.8
1355,1872,4.0
1356,7704,1.5
1357,441,2.6
1358,1193,3.6
1359,496,3.8
1360,7767,2.1
1361,3946,2.1
1362,9616,3.1
1363,6637,2.4
1364,3296,2.3
1365,3655,4.6
1366,845,3.7
1367,8245,2.6
1368,6862,3.1
1369,5720,2.0
1370,4575,5.0
1371,3130,2.2
1372,9704,1.7
1373,6002,1.6
1374,8730,2.7
1375,5757,4.8
1376,6963,3.2
1377,8558,2.7
1378,5620,4.2
1379,3052,3.7
1380,7292,2.7
1381,5565,4.5
1382,3817,4.9
1383,6564,2.9
1384,5934,3.7
1385,1794,2.3
1386,8033,4.8
1387,2390,1.1
1388,2528,2.5
1389,9032,3.7
1390,1000,2.4
1391,17,4.2
1392,1257,2.1
1393,46,3.4
1394,5068,1.8
1395,8031,3.2
1396,2870,4.0
1397,7032,4.1
1398,4645,1.9
1399,7189,4.1
1400,8956,5.0
1401,2977,1.2
1402,1273,2.3
1403,2264,3.4
1404,1381,3.7
1405,7445,3.4
1406,8412,3.8
1407,3803,2.1
1408,3278,1.5
1409,563,1.5
1410,1574,3.8
1411,526,1.1
1412,6937,3.0
1413,8158,5.0
1414,8725,1.7
1415,2822,4.2
1416,8568,4.8
1417,9568,4.2
1418,2805,1.8
1419,2861,3.7
1420,930,4.9
1421,8437,2.6
1422,5898,1.7
1423,7576,2.1
1424,454,3.3
1425,7576,3.5
1426,8032,3.7
1427,515,1.3
1428,3797,1.5
1429,3670,3.7
1430,5380,2.3
1431,6087,2.9
1432,9693,1.5
1433,9789,4.8
1434,3340,2.3
1435,5373,3.7
1436,736,4.7
1437,5165,2.0
1438,8679,3.0
1439,3268,3.3
1440,1449,5.0
1441,260,2.4
1442,6861,4.6
1443,8712,4.4
1444,2646,1.7
1445,8880,2.4
1446,2175,4.2
1447,6515,1.2
1448,256,4.5
1449,9439,3.3
1450,8581,3.2
1451,66,3.2
1452,3647,3.9
1453,4693,4.8
1454,3997,4.0
1455,5968,1.6
1456,8388,2.5
1457,1581,1.4
1458,4163,2.5
1459,3789,3.4
1460,8549,1.1
1461,9550,2.0
1462,5140,4.6
1463,3364,4.3
1464,7494,1.7
1465,976,3.7
1466,2821,4.6
1467,1607,3.1
1468,852,1.2
1469,6499,4.0
1470,692,3.2
1471,6274,2.5
1472,6246,1.6
1473,8501,4.8
1474,9918,3.4
1475,912,2.6
1476,3684,4.4
1477,7090,4.6
1478,73,2.4
1479,1830,2.3
1480,8693,2.4
1481,4032,4.9
1482,1523,2.0
1483,6253,4.8
1484,3934,3.1
1485,8668,1.9
1486,3751,4.8
1487,6067,1.4
1488,3953,1.6
1489,4211,1.9
1490,2600,1.0
1491,9115,2.2
1492,8477,1.2
1493,6295,2.1
1494,5379,2.2
1495,1240,4.8
1496,7545,2.7
1497,5452,2.0
1498,8637,2.5
1499,3217,2.9
1500,7125,1.2
1501,3582,4.3
1502,1090,4.5
1503,7520,4.7
1504,8738,1.0
1505,2959,3.3
1506,9809,2.9
1507,4284,2.0
1508,1562,4.4
1509,6935,2.5
1510,9042,4.3
1511,8088,2.3
